wine_id,wine_name,wine_year,wine_type,wine_price,Beschreibung,wine_alcohol,wine_tastes,wine_country
203,VILLA DUGO Sauvignon Blanc,2017,white,12.2,"Sauvignon Blanc aus dem Collio gehört zum Besten was Bella Italia an Weißwein zu bieten hat. Der Villa Dugo festigt diesen Ruf: Intensives Bouquet mit gelben Früchten, Schwarzen Johannisbeeren und Maracuja. Am Gaumen elegant und mit hoher Fruchtdichte, der Nachhall mit einem kühlen Touch Mineralität.",12.85%,aromatisch&fruchtbetont,Italien
204,TERRE DEL SOLE Grillo,2003,white,12.95,"Wie das renommierte Weingut Cantine Rallo die typisch sizilianische Rebsorte Grillo interpretiert, das ist schlicht beeindruckend. Kein Wunder also, dass der Wein seit vielen Jahren ein ausgesprochener Kundenliebling ist, die aktuelle Edition wird diesen Ruhm weiter fördern, denn schon die grüngelbe Farbe funkelt verführerisch im Glas. Dem grazilen, doch sehr präsenten Bouquet merkt man die exzellente Arbeit des Weinguts an. Es spannt sein Duftpanorama von Mandeln, reifem, gelbem Kernobst über Pomelo bis zu einer raffinierten floralen Noten. Am Gaumen erstaunlich ausgewogen, mit frischfruchtiger Struktur und saftiger Textur, die in einen erstaunlich langen Nachhall übergeht. Das ist ein prächtiger sizilianischer Bianco, der perfekt zu Antipasti oder Pasta mit feinen Meeresfrüchten passt.",12.07%,körperreich&vollmundig,Italien
205,TRAMOYA,2016,white,5.95,"Klasse-Cuvée aus Verdejo und Viura, die als Botschafter für den modernen spanischen Weintyp unterwegs ist: eine echte Visitenkarte der Familie Escudero! Mit einem hellen Grüngelb im Glas geht es los. Das herrlich saftig-fruchtige Bouquet mit Stachelbeeren, Maracuja, Zirtusfrüchten und einem Hauch Anis überzeugt ebenso, wie der fruchtbetonte, mit großem Trinkfluss und jeder Menge Frische ausgestattete Auftritt am Gaumen. Der Nachhall nochmals viel Frucht zeigend. Ein wahrer Preis-Qualitäts-Artist und exzellent zu Fisch, Meeresfrüchten und Salaten. ",12.71%,aromatisch&fruchtbetont,Spanien
206,PULPITO,2015,white,6.2,"Ein Verdejo, der die typischen Aromen der beliebten Rebsorte aufweist: Lychee, Mango und Limone auf der exotischen Fruchtseite, dazu Stachelbeere und einen Hauch Anis. Am Gaumen mit großer Ausgewogenheit und wiederum mit einem ganzen Korb voller Früchte. Erinnert ein wenig an einen neuseeländischen Sauvignon Blanc, wenn der Wein auch viel schlanker und eleganter von der Art ist. Passt zu Sushi, Meeresfrüchten und sommerlichen Salaten. ",13.06%,aromatisch&fruchtbetont,Spanien
207,MONTESPINA Verdejo,2004,white,6.5,"Dieser Verdejo zeigt die ganze expressive Fruchtaromatik der populären Rebsorte auf. Mit Limone, Mango, Stachelbeere, Maracuja und Grapefruit ist schon das Bouquet köstlich. Am Gaumen mit großer Balance, wiederum mit einem ganzen Korb voller Früchte, sehr fruchtig, saftig, süffig. Ein Verdejo, der wie gemacht ist, für die leichte vegetarische Küche und zu Fisch und Krustentieren vom Grill.",12.79%,zartfruchtig&frisch,Spanien
208,VAL DO SOSEGO Albariño,2011,white,9.9,"Der Val de Sosego addiert alle Talente der Rebsorte Albariño und ist ein Botschafter des Weinbaus in Galizien. Glockenklares Hellgelb in der Farbe mit frischem Grün am Rand. Das aparte Bouquet erzählt von der Heimat des Weins, mit Aromen nach wilden Blumen, ein Schuss salziger Mineralität und wunderbar dezenter Frucht. Am Gaumen kompromisslos, tolles Wechselspiel aus stilvoller Weinsäure und atlantischer Frische und mit einem Nachhall, der wieder die mineralische Seite betont. ",12.44%,aromatisch&fruchtbetont,Spanien
209,MONTES Sauvignon Blanc,2003,white,7.1,"Sehr frischer und fruchtbetonter Sauvignon Blanc. Im Duft erkennt man Schwarze Johannisbeeren, Limette, Stachelbeeren sowie die typischen Zitrusfrüchte. Am Gaumen ist dieser Wein charakterisiert durch seine Eleganz, der fein verbauten Weinsäure und einem erstaunlich langen Nachhall, der von exotischen Früchten geprägt ist.",13.12%,aromatisch&fruchtbetont,Chile
210,DE MARTINO Legado Chardonnay,2020,white,12.95,"Außerhalb Frankreichs gehören chilenische Weingüter ganz sicher zu jenen, die französische Rebsorten am elegantesten interpretieren. Ganz vorne mit dabei ist das Weingut De Martino. Dort entsteht ein Chardonnay in kühlem Klima, beeinflusst sowohl vom nahen Pazifik als auch von den Anden. Ausgebaut in gebrauchten Barriques, liefert die Legado Chardonnay Reserva eine wunderbare Mischung aus Noten von frischen Zitrusfrüchten, gelbem Apfel, Steinobst und reifer Ananas, die begleitet werden von kreidigen und salzigen Noten. Das sorgt für Trinkfluss und viel Lust auf den nächsten Schluck. Hinzu kommt die seidige Cremigkeit dieses Chardonnay, der die Frucht bis ins lange, frische und mineralisch lebendige Finale trägt. Das ist exzellent gemacht, Chapeau!",13.90%,körperreich&vollmundig,Chile
211,RUPPERTSBERGER Weißburgunder,2007,white,5.95,"Weißburgunder fliegt in der Staffel deutsche Rebsorten immer noch ein wenig unter dem Radar. Zu Unrecht, wie dieser Ruppertsberger zeigt. In Strohgelb mit leichtem, grünem Schimmer fließt er ins Glas. Der animierende Duft begeistert mit grünem Apfel, reifen Birnen, Aprikosen, dazu ein Hauch frischer Blüten. Am Gaumen mit samtiger Struktur und feiner Weinsäure, alles bestens abgestimmt, der fruchtig-sanfte Nachhall wie aus der Lehrstunde für sortentypischen Weißburgunder. Ein sehr vielseitig einsetzbarer Speisenbegleiter.",12.45%,aromatisch&fruchtbetont,Deutschland
212,RUPPERTSBERGER Riesling,2012,white,5.95,"Was für ein Geschenk der Natur! Worum es geht? Um den Riesling, auch bei internationalen Wein-Journalisten als eine der besten weißen Rebsorten anerkannt. Das Faszinierende am Riesling ist seine Bandbreite. Vom einfachen Liter-Riesling bis zur sündhaften teuren Beerenauslese reicht das Spektrum. Auch bei den Ruppertsbergern spielt Riesling eine zentrale Rolle und das merkt man diesem Wein an. Herrlich funkelt er grüngelb im Glas. Dem sortentypischen Bouquet mit reifer Birne, Weinbergpfirsich und rotem Apfel folgt eine erstaunliche Saftigkeit und knackige Frische am Gaumen. die in einem tollen, lebhaften Finale mündet. Viel, viel Riesling, für wahrlich kleines Geld.",13.03%,aromatisch&fruchtbetont,Deutschland
213,TABERNUS Rosé,2013,white,6.4,"Alle Weine mit dem klingenden Namen Villa Tabernus haben eines gemeinsam: Sie treffen einfach genau den Geschmack, den man von ihnen erwartet. Und das ist ein großes Lob an die Winzer! Auch der Rosé - eine pfiffige Cuvée aus Dornfelder, Regent und Spätburgunder - ist einfach unwiderstehlich. Das beginnt mit der einladenden Farbe heller Kirschen, führt sich mit dem herrlich fruchtigen Bouquet nach Himbeeren, Erdbeeren und Granatapfel fort und findet am Gaumen mit feiner Weinsäure, köstlicher Fruchtsüße und großer Ausgewogenheit sein Finale. Der perfekte Wein für Terrasse, Picknick und BBQ mit tollem Preis-Qualitäts-Niveau!",12.05%,frisch&fruchtig,Deutschland
214,KARL PFAFFMANN Riesling,2004,white,6.5,"Riesling-Bestseller aus den kundigen Händen von Markus Pfaffmann! Und warum der Wein so beliebt ist, das merkt man sofort, hat man ihn im Glas: kristallklares Grüngelb in der Farbe. Das Bouquet mit grünen Birnen, reifer Ananas und weißen Blüten ist extrem animierend. Am Gaumen knackig, spritzig und lebhaft, dabei jederzeit klassisch, mit wunderbar austariertem Gleichgewicht zwischen Frucht und Weinsäure. Unkompliziert auf hohem Niveau.  ",12.19%,aromatisch&fruchtbetont,Deutschland
215,MARKGRÄFLER Gutedel,2015,white,6.5,"Er ist eine ganz besondere Markgräfler Spezialität: der Gutedel! Die uralte Rebsorte – der Legende nach gab es sie schon im alten Ägypten – bringt nirgendwo anders in Deutschland eine solche Qualität hervor. Nur die Schweiz, wo sie allgemein als Chasselas und speziell im Wallis als Fendant bekannt ist, feiert ähnliche Erfolge mit Gutedel. Und das völlig zu Recht, liefert sie doch Weine wie diesen Markgräfler, der mit seiner strohgelben Farbe, der gezügelten Weinsäure, dem feinen Bouquet mit Birne und Wiesenblüten und seiner verführerischer Frische zu überzeugen weiß. Ein Terrassenwein par excellence.",10.06%,zartfruchtig&frisch,Deutschland
216,WINTER Riesling,2002,white,6.9,"Virtuos spielt Stefan Winter auf der Klaviatur deutscher Rebsorten, selbstverständlich gehört dazu auch der Riesling. Schön anzusehen, wie er mit seiner grüngelben Farbe im Glas funkelt. Der Duft zeigt deutliche Noten von grünem Apfel und reifer Aprikose mit einem Hauch frisch geriebener Zitronenschale. Am Gaumen mit der typischen Winter-Harmonie: gut portionierte Fruchtsüße trifft auf knackige Frische. Ein Every-Day-Riesling und sehr gut zu Lachs und Forelle passend. ",11.66%,aromatisch&fruchtbetont,Deutschland
217,KARL PFAFFMANN Weißburgunder,2001,white,6.9,"Markus Pfaffmann hat hier einen Weißburgunder aufgelegt, der einfach Spaß macht und mit einem hellen Strohgelb mit grünem Saum ins Glas fließt. Das Bouquet mit der so charakteristischen Reinheit, die alle Weine von Markus Pfaffmann auszeichnen, mit grüner Birne, Nektarine und Mango, federleichten floralen Aromen wie Mandelblüte und einem leichten Anklang frischer Kräuter. Am Gaumen mit geniale Balance zwischen cremiger Burgunderstilistik und spürbar frischer Weinsäure. Sehr geradlinig, saftig, schmelzig, der Nachhall fein, würzig und aromatisch. Einer jener Weine, die sofort zu einem zweiten Glas auffordern.",12.22%,aromatisch&fruchtbetont,Deutschland
218,TABERNUS Grauer Burgunder,2011,white,6.95,"Das Team der Villa Tabernus besitzt ein goldenes Händchen für Grauburgunder, kein Wunder also, dass sie hier einen Bestseller kreiert haben, mit duftigen Noten nach Birne, Weinbergpfirsich und Mandarinen. Seine dezente Fruchtsüße wird durch feine Weinsäure in der Balance gehalten,was diesen Wein zu einem wunderbaren Erlebnis für den Gaumen macht. Passt gut zu Huhn, Fisch und Gemüse.",12.66%,zartfruchtig&frisch,Deutschland
219,TABERNUS Kleine Blume Weiß,2006,white,6.95,"Cooles Rebsorten-Quartett für einen heißen Wein-Tipp! Denn diese kleine Blume hat ein ganz großartiges Bouquet mit Rosenblüten, Lychee, Stachelbeeren, Muskattrauben und Frühlingswiese. An Gaumen frisch und fruchtig, saftig und süffig. Ein federleichter Weingenuss, der gut gekühlt perfekt zu asiatischen Küche passt, aber auch als Aperitif eine gute Figur macht.",11.95%,aromatisch&fruchtbetont,Deutschland
220,IHRINGER Grauburgunder,2008,white,6.95,"Grauburgunder steht auf der Beliebheits-Skala bei Jacques’-Kunden ganz weit oben Und das völlig zu Recht, vor allem wird er in einer Qualität serviert wie dieser Ihringer! Die helle, gelbgrüne Farbe verrät noch nicht viel, aber schon das hochfeine Bouquet nach grünen Birnen, reifen Aprikosen, floralen Noten und einem Hauch Quitte macht Lust auf den ersten Schluck. Am Gaumen dann saftig, cremig, ausgewogen und schlicht köstlich, im Nachhall überraschend burgunderhaft. Man spürt, mit wie viel Liebe und Know-how hier gearbeitet wurde. ",12.88%,aromatisch&fruchtbetont,Deutschland
221,GLASKLAR Feine Perlen,2015,white,6.95,"Hier wird die Frische der Scheurebe, der Charme des Bacchus', die Frucht vom Kerner und der Charakter von Sauvignon Blanc für den Glasklar Feine Perlen genutzt. Das Ergebnis: ein deutscher Perlwein par excellence, der mit einem hellen Strohgelb ins Glas fließt. Der Duft umschließt Früchte wie Maracuja und Pfirsich, zudem sich ein eleganter Hauch weißer Blüten gesellt. Am Gaumen mit feiner Perlage, frisch, fruchtig, herrlich animierend und mit einem federleichten Nachklang gesegnet. Perfekter Wein für fruchtige Bowlen und als Aperitif. Immer sehr gut gekühlt genießen! ",11.58%,aromatisch&fruchtbetont,Deutschland
222,SCHÖNLAUB Grauburgunder,2014,white,7.3,"Andreas Schönlaub ist ein Winzer, der auf über 250 Jahre Familientradition zurückschauen kann. Dies ist einerseits eine Verpflichtung, anderseits aber auch eine Herausforderung, denn selbstverständlich muss er sein Weingut stetig weiterentwickeln. So wundert es nicht, dass seine Interpretation des Grauburgunders überaus zeitgemäß ist. Mit einem gelbgoldenen Farbton fließt er ins Glas. Das Bouquet überrascht mit Aromen nach Zitrusfrüchten, Kumquats und reifer Honigmelone. Am Gaumen mit saftig-cremigem Mundgefühl, der Nachhall wiederum reichlich Frucht zeigend. Das ist eine überzeugende Version eines Pfälzer Pinot Grigio!",12.73%,zartfruchtig&frisch,Deutschland
223,WINTER Grauburgunder,2005,white,7.4,"Stefan Winters Paradewein ist ein echtes Phänomen! Kaum ein zweiter Weißwein und kein anderer Grauburgunder ist so beliebt wie dieser. Und das aus gutem Grund. Schon die einladende goldgelbe Farbe macht Appetit auf den ersten Schluck: Das Duftpanorama geht von reifen gelben Früchten wie Mirabelle und Aprikose, über einen saftigen Touch Williams Christbirne bis zu einem feinen Kräuterhauch. Am Gaumen ungemein cremig, fruchtig und elegant, der Nachklang mit herrlicher Frische. Ein Grauburgunder mit Klasse und Format, der ausgesprochen vielseitig einsetzbar ist und zu Fisch, Gemüse, Pasta und hellem Fleisch gleichermaßen passt.",12.43%,zartfruchtig&frisch,Deutschland
224,MATHILDE Grauburgunder,2009,white,7.5,"Wenn eines der besten deutschen Weingüter, eine der beliebtesten Rebsorten keltert, kommt zusammen, was zusammen gehört. Der Mathilde Grauburgunder vom Weingut Heyl zu Herrnsheim ist deshalb eine ganz besondere Empfehlung. Der Wein zeigt sich fruchtig, saftig und herrlich frisch, sein vielfältiges Aromen-Portfolio holte er sich von den mineralischen Kalkböden, auf dem die Trauben gedeihen. Wer gerne Pinot Grigio trinkt, die italienische Grauburgunder -Version, findet hier ein rheinhessisches Gegenstück, das ausgesprochen probierenswert ist. ",12.17%,aromatisch&fruchtbetont,Deutschland
225,SONNENHOF Grauer Burgunder,2007,white,8.3,"Warum steht die Rebsorte Grauburgunder eigentlich so hoch in der Gunst der Weißwein-Fans? Wer das herausfinden möchte, der sollte sich auf jeden Fall dem Weingut Sonnenhof zuwenden. Denn klassischer kann man einen deutscher Grauburgunder nicht vinifizieren. Der kräftigen goldgelben Farbe folgt ein üppiger Duft von Honigmelone, reifer Williams Christbirne, Quitten, saftigen Aprikosen und gelben Blüten. Am Gaumen fällt zuerst die füllige, gleichzeitig aber sehr ausgewogene Struktur auf, feinen Fruchtnoten folgen, der Nachhall kräftig, würzig und mit gut temperierter Weinsäure. Ein Grauburgunder, der sehr gut zu reichhaltigen Salaten und hellem Fleisch passt. ",12.88%,zartfruchtig&frisch,Deutschland
226,KLOSTER EBERBACH Riesling,2014,white,9.5,"Modern und klassisch zugleich, das sind die Charaktereigenschaften dieses Rieslings vom Kloster Eberbach. Das geht schon mit der strohgelben Robe mit grüngoldenen Reflexen los und zeigt sich auch im vielschichtigen Bouquet nach grünem Apfel, Pfirsich, Aprikose, frischen Kräutern und dezent foralen Aromen, alles auf einem kühl-mineralischen Fundament. Am Gaumen voller Authentizität und Persönlichkeit: Filigran, dabei rassig und mineralisch, mit frischer Weinsäure und puristischer Riesling-Typizität, bietet der Wein alles was man von einem Rheingauer erwartet. ",12.03%,aromatisch&fruchtbetont,Deutschland
227,GRANS-FASSIAN Fuder 12 Riesling,2012,white,8.9,"Ausgebaut im Fuder, dem traditionellen Holzfass der Mosel mit einem Volumen von 1.000 Liter und mit der typischen feinen Fruchtsüße ausgestattet, startet der Wein mit einer hellgrünen Farbe und einem Bouquet nach getrockneten gelben Früchten, Pfirsich, Aprikosen und Honigmelone. Am Gaumen saftig-fruchtig, frisch und süffig, wunderbare Balance zwischen knackiger Weinsäure und fruchtsüßer Struktur, der Nachhall federleicht und ausgesprochen animierend. Ein Mosel-Musterwein!",12.01%,aromatisch&fruchtbetont,Deutschland
228,VILLA HUESGEN Riesling Kabinett,2021,white,9.95,"Auf leisen Pfoten hat sich die Villa Huesgen ins Augenmerk deutscher Weißwein-Liebhaber geschlichen. Vielleicht ist es ja gerade diese Unaufgeregtheit, mit der Adolph Huesgen und sein Team zu Werke gehen, die das historische Weingut so sympathisch machen. Denn für genug Aufregung sorgen schon die Weine. Wie etwa der an Mosel-Typizität geradezu strotzende Riesling Kabinett, dessen helles Grüngelb einen noch im Dunklen über das kommenden Geschmacks-Gewitter lässt. Aber beim Bouquet erhellt sich die Szene, denn hier spannt sich das Aromenrad von saftigen Aprikosen, reifen Pfirsichen und Zitrusfrüchten über florale Noten und frischen Kräutern bis hin zu einer rassig-vibrierenden Mineralität. Am Gaumen fein, frisch und federleicht, herrlich ausgewogen und doch mit genügend Weinsäure und Struktur ausgestattet. Das ist ohne Frage Mosel-Riesling par excellence!  ",10.26%,aromatisch&fruchtbetont,Deutschland
229,MESSMER Grauburgunder,2013,white,10.5,"Das Weinhaus Meßmer hat sich einen besonders guten Namen gemacht für den Grauburgunder. Das liegt vor allem an dem hohen Qualitätsstandard, mit der akribischen Arbeit in den Weinbergen, um sehr gesunde Trauben zu lesen. Kein Wunder also, dass hier ein Wein ins Glas fließt, der Fans dieser Rebsorte ins Schwärmen bringt. Das geht los bei der herrlich funkelnden grüngelben Farbe, geht nahtlos weiter beim einladenden Duft nach reifen Pfirsich, Galia-Melone, roten Birnen und einem Hauch Mineralität. Am Gaumen frisch und üppig zugleich, mit viel Struktur und genial verwobener Weinsäure. Der Nachhall noch reichlich Potenzial zeigend. Sehr gut zu Hühnchengerichten, Lachs und würzigen vegetarischen Rezepten. ",12.30%,körperreich&vollmundig,Deutschland
230,HERZOG VON WÜRTTEMBERG,2010,white,10.5,"Noble, aristokratische Cuvée, wie sie äußerst selten zu finden ist. Denn hier trifft Deutschlands Rebsorten-König Riesling auf Frankreichs Loire-Prinzessin Sauvignon Blanc. Das Ergebnis dieser Mélange franco-allemande ist bemerkenswert. Helles grüngelb in der Robe. Grapefruit, exotische Früchte und grüner Apfel zeichnen das Bouquet aus, während sich der Wein am Gaumen saftig, fruchtig und mit lebendigem Fruchtsüße- Weinsäure-Spiel zeigt. Er passt besonders gut zu asiatisch inspirierter Küche und zu Fisch vom Grill. ",12.25%,aromatisch&fruchtbetont,Deutschland
231,KARL PFAFFMANN Riesling Hölle,2010,white,10.8,"Markus Pfaffmann besitzt ein goldenes Händchen für Riesling, nicht zufällig gehört sein Einstiegswein zu den beliebtesten Weißen bei Jacques’. Doch hat noch einen weiteren Trumpf in seinem Blatt: Den Riesling aus der Lage Hölle. Ein Prachtbursche, der jede Menge zu bieten hat. Los geht’s mit der brillant-funkelnden gelbgrünen Farbe. Der herrliche sortentypische Duft überzeugt mit Aromen von exotischen Früchten wie Mango, Maracuja und gelbem Steinobst wie Pfirsich und Mirabelle, alles stilvoll garniert mit einem Hauch frischer Kräuter. Am Gaumen gleichermaßen saftig-fruchtig wie würzig-kräftig, mit toller Textur und langem, frischem Nachhall. Hier gibt es viel zu entdecken, und für einen Einzellagenwein, ist der Preis ausgesprochen fair!",13.13%,aromatisch&fruchtbetont,Deutschland
232,WILLEMS-WILLEMS Rosenberg,2002,white,10.95,"Fruchtig-frischer Saar-Riesling, der gleichwohl mit rassiger Stilistik und tiefer Komplexität einen profunden Wein darstellt. Der Duft wird dominiert von Pfirsich und Zitrus, am Gaumen zeigt sich der Wein mit einer großartigen Harmonie zwischen knackiger Weinsäure, fein eingebundener Fruchtsüße und dezenter Schiefer-Mineralität. Riesling at its best!",10.40%,aromatisch&fruchtbetont,Deutschland
233,DR. CRUSIUS Rhyolith Riesling,2001,white,11.4,"Warum sind eigentlich Weinberge aus Vulkangestein, wie der rote Rhyolith, so gut für den Anbau von Wein? Das liegt einmal an dem hohen Gehalt an Mineralien, die gerade auch dem Riesling zu­gu­te­kom­men. Zum Zweiten erwärmt sich Vulkangestein schnell und lässt so die Trauben perfekt reifen. Das merkt man auch dem Rhyolith von Crusius an, ein Bilderbuch-Riesling. Einladende gelbgrüne Farbe. Der präzise Duft mit reifem Pfirsich, Aprikosen, weißen Blüten und grüner Birne bilden einen reizvollen Kontrast zur spürbaren Mineralität. Am Gaumen Riesling pur, faszinierendes Fruchtsüße-Weinsäure-Spiel, filigrane Struktur, ein dichtes Extrakt trifft auf eine zauberhafte Eleganz. Riesling, we love you!",12.95%,aromatisch&fruchtbetont,Deutschland
234,CORVERS Sonnenberg Riesling,2003,white,10.9,"Der Sonnenberg Riesling zeigt auf beeindruckende Weise die Eleganz, Fülle und Klarheit im Stil des Weinguts Corvers-Kauter. Hier finden sich reife gelbe Pflaumen ebenso wie Pfirsiche, Aprikosen und Apfelnoten sowie frische Aspekte von Orangen und Grapefruits. Tatsächlich ist dieser Rheingauer Riesling von den Löss-, Quarzit- und Schieferböden ein Ausbund an Saftigkeit, wobei sich die reife Weinsäure perfekt integriert und für ein seidiges Mundgefühl sorgt. Elegant und cremig ist dieser Wein, dazu frisch und klar durch seine Mineralität, die ihm bis ins lange Finale eine charaktervolle Vitalität verleiht. ",12.88%,aromatisch&fruchtbetont,Deutschland
235,PRINZ Quarzit BIO**,2012,white,12.5,"""Die Formkurve dieses beständigen Ökobetriebes zeigt auch in diesem Jahr weiter nach oben"", stellt der renommierte Weinführer Gault&Millau fest und bestätigt dabei, was Kenner der Szene schon lange für eine ausgemachte Sache halten: Fred Prinz ist der aufgehende Stern unter den Top-Riesling-Erzeugern im Rheingau. Sein Quarzit, der ein brillantes strohgelb mit grün schimmernden Reflexen im Glas zeigt, beweist warum. Der Duft ist von erstaunlicher Vielschichtigkeit: Delikater roter Apfel gibt gemeinsam mit reifem Pfirsich den ersten Eiindruck. Dann kommen Zitrus-Noten und grüne Birne dazu, alles auf dem Fundament einer spürbaren Mineralität, typisch für einen Riesling vom Quarzit-Terroir. Am Gaumen sorgen saftige Frucht, straffe Struktur und ein wiederum von Mineralität geprägtes Finale für große Aufmerksamkeit. Jetzt schon ein Traum-Riesling, hat aber Reife-Potenzial… Wenn Sie ihm denn widerstehen können. ",12.77%,aromatisch&fruchtbetont,Deutschland
236,FENDEL Froher Weingarten,2021,white,12.5,"Dass die Etiketten von Jens Fendel ein prächtiges Hirschgeweih zieren, ist alles andere als Zufall. Denn der begnadete Winzer ist auch ein leidenschaftlicher Jäger. Zum Wohle seiner Kunden, genießt man doch in seiner Winzerstube feine Wildgerichte zu seinen Weinen. Weine, wie der Weiße Riesling aus der uralten Mittelrhein-Lage Froher Weingarten. Und der ist schon beim Auftakt, mit seiner goldgelben Farbe, ein echter Hingucker. Das feinziselierte Bouquet duftet verführerisch nach roten Birnen, Weinbergspfirsich, exotischen Früchten, Zitrus und als spannenden Kontrast dazu, eine deutlich vernehmbare Mineralität. Auch am Gaumen setzt sich dieses Wechselspiel zwischen reicher Frucht und mineralischer Kargheit fort, der Wein zeigt tiefgründige Struktur und einen glockenklaren Nachklang. Es lohnt sich, diesen mittelrheinischen Riesling kennenzulernen.",12.72%,körperreich&vollmundig,Deutschland
237,DR. CRUSIUS Porphyr Weißburgunder,2004,white,12.5,"Das Weingut Dr. Crusius versteht sich prächtig auf die Vinifizierung von Weißburgunder. Dabei ragt vor allem die geradlinige, zarte Frucht im Bouquet heraus, beim aktuellen Jahrang mit Aprikosen, Butterbirnen und reifen Bergpfirsichen. Am Gaumen wunderbar frisch, exzellent eingebundene Weinsäure, gute Balance zwischen fruchtigen und würzigen Aspekten. Der Wein ist ein perfekter Speisenbegleiter: zu Fisch, Pasta mit Gemüse, leichtem Risotto oder Huhngerichten... Der Porphyr Weißburgunder ist ein echter Universalist. ",13.41%,körperreich&vollmundig,Deutschland
238,REINHARDT Weißburgunder,2004,white,12.5,"Lukas Reinhardt gehört zu den aufstrebenden Winzern in der Pfalz und gibt auf dem familiären Weingut ordentlich Gas. Da wundert es nicht, dass auch sein Forster Weißburgunder etwas ausgefallener ist, ließ er ihn doch spontan vergären und baute ihn teils im Barrique, teils im Tonneau aus. Das Ergebnis ist wunderbar burgunderhaft. Fließt grüngelb ins Glas, das feinsinnige Bouquet duftet nach reifen Mirabellen, Birnen, Äpfeln und Mandeln, am Gaumen mit reichlich Schmelz und cremiger Textur, beides von einer lebendigen Weinsäure austariert. Der Nachhall weist viel Druck und Länge auf. Das hat Klasse und Niveau!",12.29%,körperreich&vollmundig,Deutschland
239,WINTER Alte Reben Riesling,2007,white,12.8,"Sein Alte-Reben-Riesling liegt Stefan Winter besonders am Herzen. Nicht nur, weil er die Reben sozusagen aufwachsen sah, sondern auch, weil diese ihm die Möglichkeit bieten, einen besonders terroirgeprägten Wein zu vinifizieren. Freuen sie sich auf einen spannenden Weißwein, der nach seinem grüngelben Start im Glas mit einem animierenden Duft nach rotem Apfel, frischem Heu, Zitrusfrüchten und reifen Pfirsichen beeindruckt. Am Gaumen wirkt er sehr extraktreich, stoffig und hat eine gut eingebundene Weinsäure, während sein Nachhall von kühler Mineralität geprägt ist. Alte Reben, wilde Hefen, cooler Weinmacher = Riesling par excellence!",12.29%,körperreich&vollmundig,Deutschland
240,TABERNUS Edition S,2020,white,12.9,"Dass die Grauburgunder mit dem Namen ""Villa Tabernus"" immer ein Hochgenuss sind, das beweist ihre große Beliebtheit. Mit der Edition S krönen die Pfälzer Winzer nun ihre Reihe. Und der Wein legt richtig los. Im Bouquet Noten von exotischen Früchten wie Ananas und Banane, dazu reifer Pfirsich und einen Hauch Fass mit Butterkaramell und Vanille. Am Gaumen cremig, stoffig, mit sehr langem Nachhall, dabei bleibt der Wein frisch und zeigt eine ausgewogene Weinsäure. Ein First-Class-Grauburgunder!",13.18%,körperreich&vollmundig,Deutschland
241,KÜNSTLER Riesling Edition,2020,white,13.95,"Sehr komplexer und vielseitiger Riesling von Großmeister Künstler. Im Bouquet entdeckt man eine enorme Vielfalt an heimischen Früchten wie reife Pfirsiche, rote Äpfel, grüne Birne und Aprikosen, aber exotische wie Nashibirne und Ananas, perfekt ergänzt von eleganten mineralischen Nuancen. Am Gaumen wirkt der Wein saftig, intensiv und fordernd.",12.76%,aromatisch&fruchtbetont,Deutschland
242,BRENNFLECK Sylvaner,2003,white,14.5,"""Das Weingut Brennfleck gehört zu den besten in Deutschland..."", schreibt der Feinschmecker und bestätigt das, was viele Weinfans schon lange wissen: bei Hugo Brennfleck in Sulzfeld am Main enstehen wahre fränkische Meisterwerke. Allen voran natürlich aus der Parade-Rebsorte der Region Silvaner, die bei den Brennflecks ganz traditionell in der alten Schreibweise mit y unterwegs ist. Das ist aber auch alles, was hier altbacken daher kommt. Der spontan im Holz vergorene Silvaner aus der Spitzenlage Sulzfelder Maustal zeigt eindrucksvoll, wie ein zeitgemäßer fränkischer Wein heute auftreten muss. Helles Gelbgrün in der Farbe, das Bouquet strotzt vor Frucht mit gelbem Kernobst, reifen Birnen und grünem Apfel, alles auf dem Fundament rassiger Mineralität. Am Gaumen saftig, frisch, strukturiert, dabei fast ein wenig verwegen, die Spontangärung lässt grüßen. Perfekt zu feinem Süßwasserfisch, passt aber auch zu einer fränkischen Brotzeit. ",12.55%,körperreich&vollmundig,Deutschland
243,MARKUS MOLITOR Zeltinger Ortswein,2001,white,15.9,"Wann immer der Name Markus Molitor fällt, horchen Rieslingfans unwillkürlich auf. Denn der rührige Moselaner gehört seit Jahren zu Deutschlands besten Winzern und reiht großartige Weine wie an einer Perlenschnur aneinander. Dahinter verbirgt sich eine Mischung aus knallharter Arbeit mit einem Hauch Genie. Sein Zeltinger zeigt, warum Markus Molitor einen so tadellosen Ruf besitzt. Grüngelb fließt er in Glas. Das Aromenrad wie aus dem Bilderbuch für Mosel-Riesinge: reife Pfirsiche, frische grüne Äpfel, Zitrusfrüchte, dazu Kräuter und ein spannender Unterton von Mineralität. Am Gaumen extra fein gewoben, rassige Fruchtsäure und wohl dosierte Fruchtsüße halten sich die Waage, die Struktur ist ungemein elegant, zeigt viel Spiel, eine tiefgründige Textur und einen herrlich mineralischen Nachhall. Riesling auf ganz hohem Niveau.",11.12%,aromatisch&fruchtbetont,Deutschland
